Hall,Category,Time,Dish,Calories,Serving Size,Station,AutoCategory
Curtis,Lunch,(11am-2:30pm),Leaf Lettuce,0,1 leaf,Deli,produce 0.66
Curtis,Lunch,(11am-2:30pm),Sliced Tomatoes,10,2 slice,Deli,produce 0.74
Curtis,Lunch,(11am-2:30pm),Sliced Red Onions,10,0.5 oz,Deli,produce 0.68
Curtis,Lunch,(11am-2:30pm),Sliced Cucumber,10,0.5 cup,Deli,produce 0.68
Curtis,Lunch,(11am-2:30pm),Sliced Bell Peppers,10,1 oz,Deli,produce 0.71
Curtis,Lunch,(11am-2:30pm),Baby Spinach,15,1 cup,Deli,produce 0.55
Curtis,Lunch,(11am-2:30pm),Bread & Butter Pickles,140,2 oz,Deli,topping 0.67
Curtis,Lunch,(11am-2:30pm),Kosher Pickle Spears,5,3 each,Deli,topping 0.54
Curtis,Lunch,(11am-2:30pm),Chipotle Mayonnaise,190,1 floz,Deli,topping 0.66
Curtis,Lunch,(11am-2:30pm),Pesto Aioli,170,1 floz,Deli,other 0.56
Curtis,Lunch,(11am-2:30pm),Dijon Mustard,15,1 tbsp,Deli,topping 0.72
Curtis,Lunch,(11am-2:30pm),Mayonnaise,100,1 tbsp,Deli,topping 0.77
Curtis,Lunch,(11am-2:30pm),Salt & Pepper Potato Chips,80,1.5 oz,Deli,side 0.65
Curtis,Lunch,(11am-2:30pm),White Bread,150,1 slice,Deli,main-carb 0.71
Curtis,Lunch,(11am-2:30pm),Whole Wheat Bread,0,,Deli,main-carb 0.67
Curtis,Lunch,(11am-2:30pm),Ciabatta Roll,380,1 each,Deli,other 0.56
Curtis,Lunch,(11am-2:30pm),Flour Tortilla,290,1 each,Deli,main-carb 0.69
Curtis,Lunch,(11am-2:30pm),Spinach Wrap,340,1 each,Deli,produce 0.52
Curtis,Lunch,(11am-2:30pm),Wheat Wrap,290,1 each,Deli,main-carb 0.60
Curtis,Lunch,(11am-2:30pm),Udi's Soft White Sandwich Bread,150,1 slice,Deli,main-carb 0.56
Curtis,Lunch,(11am-2:30pm),Udi's GF Multigrain Bread,140,1 slice,Deli,main-carb 0.55
Curtis,Lunch,(11am-2:30pm),Plain Bagel,0,,toasted,main-carb 0.76
Curtis,Lunch,(11am-2:30pm),Everything Bagel,310,1 each,toasted,main-carb 0.65
Curtis,Lunch,(11am-2:30pm),Cinnamon Raisin Bagel,0,,toasted,main-carb 0.71
Curtis,Lunch,(11am-2:30pm),White Bread,150,1 slice,toasted,main-carb 0.71
Curtis,Lunch,(11am-2:30pm),Made Without Gluten Bread,150,,toasted,main-carb 0.52
Curtis,Lunch,(11am-2:30pm),Made without Gluten Bagel,260,,toasted,other 0.59
Curtis,Lunch,(11am-2:30pm),Cream Cheese,100,1 oz,toasted,topping 0.79
Curtis,Lunch,(11am-2:30pm),Sun Butter,100,1 tbsp,toasted,topping 0.62
Curtis,Lunch,(11am-2:30pm),Peanut Butter,0,1 each,toasted,topping 0.70
Curtis,Lunch,(11am-2:30pm),Grape Jelly,50,1 tbsp,toasted,topping 0.68
Curtis,Lunch,(11am-2:30pm),Strawberry Jelly,50,1 tbsp,toasted,dessert 0.67
Curtis,Lunch,(11am-2:30pm),Butter,100,1 tbsp,toasted,topping 0.67
Curtis,Lunch,(11am-2:30pm),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Curtis,Lunch,(11am-2:30pm),2% Milk,130,8 floz,Milks & Cereals,beverage 0.70
Curtis,Lunch,(11am-2:30pm),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Curtis,Lunch,(11am-2:30pm),Chocolate Peamilk,140,1 cup,Milks & Cereals,beverage 0.84
Curtis,Lunch,(11am-2:30pm),Oatmilk,130,1 cup,Milks & Cereals,beverage 0.80
Curtis,Lunch,(11am-2:30pm),Soymilk,100,1 cup,Milks & Cereals,beverage 0.80
Curtis,Lunch,(11am-2:30pm),Rice Chex Cereal,120,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Lunch,(11am-2:30pm),Fruit Loops Cereal,120,,Milks & Cereals,other 0.58
Curtis,Lunch,(11am-2:30pm),Apple Jacks Cereal,170,1 cup,Milks & Cereals,dessert 0.60
Curtis,Lunch,(11am-2:30pm),Cocoa Puffs,140,1 cup,Milks & Cereals,dessert 0.60
Curtis,Lunch,(11am-2:30pm),Cinnamon Toast Crunch Cereal,170,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Lunch,(11am-2:30pm),Frosted Flakes,150,,Milks & Cereals,dessert 0.68
Curtis,Lunch,(11am-2:30pm),Carnival Cookie,130,1 each,bakery,dessert 0.60
Curtis,Lunch,(11am-2:30pm),Chocolate Chip Cookies,180,1 each,bakery,dessert 0.71
Curtis,Lunch,(11am-2:30pm),Rocky Road Brownie,270,1 each,bakery,dessert 0.43
Curtis,Lunch,(11am-2:30pm),Cappuccino Cheesecake Tart,270,1 each,bakery,dessert 0.56
Curtis,Lunch,(11am-2:30pm),Vanilla Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.86
Curtis,Lunch,(11am-2:30pm),Chocolate Ice Cream,220,0.66 cup,Velvet Ice Cream Bar,dessert 0.88
Curtis,Lunch,(11am-2:30pm),Cookies & Cream Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Curtis,Lunch,(11am-2:30pm),Rainbow Sherbet,170,0.5 cup,Velvet Ice Cream Bar,dessert 0.60
Curtis,Lunch,(11am-2:30pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.86
Curtis,Lunch,(11am-2:30pm),Orange Pineapple Ice Cream,240,0.5 cup,Velvet Ice Cream Bar,dessert 0.80
Curtis,Lunch,(11am-2:30pm),Birthday Cake Ice Cream,280,0.5 cup,Velvet Ice Cream Bar,dessert 0.81
Curtis,Lunch,(11am-2:30pm),Strawberry Ice Cream,230,1 serving,Velvet Ice Cream Bar,dessert 0.88
Curtis,Lunch,(11am-2:30pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.87
Curtis,Lunch,(11am-2:30pm),Summertime Peach Ice Cream,240,0.5 cup,Velvet Ice Cream Bar,dessert 0.74
Curtis,Lunch,(11am-2:30pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Curtis,Lunch,(11am-2:30pm),Banana Cream Pie Ice Cream,270,0.5 cup,Velvet Ice Cream Bar,dessert 0.82
Curtis,Lunch,(11am-2:30pm),Coffee Ice Cream,240,1 serving,Velvet Ice Cream Bar,dessert 0.78
Curtis,Lunch,(11am-2:30pm),Pumpkin Pie Ice Cream,260,0.5 cup,Velvet Ice Cream Bar,dessert 0.83
Curtis,Lunch,(11am-2:30pm),Campfire S'mores Ice Cream,340,0.5 cup,Velvet Ice Cream Bar,dessert 0.67
Curtis,Lunch,(11am-2:30pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup,Velvet Ice Cream Bar,dessert 0.73
Curtis,Lunch,(11am-2:30pm),Cotton Candy Ice,600,0.5 cup,Velvet Ice Cream Bar,dessert 0.73
Curtis,Lunch,(11am-2:30pm),Pretzel Sticks,0,1 serving,Velvet Ice Cream Bar,other 0.55
Curtis,Lunch,(11am-2:30pm),Mini Marshmallow,20,2 tbsp,Velvet Ice Cream Bar,other 0.38
Curtis,Lunch,(11am-2:30pm),Rainbow Sprinkles,50,1 tbsp,Velvet Ice Cream Bar,other 0.52
Curtis,Lunch,(11am-2:30pm),Chocolate Chips,100,2 tbsp,Velvet Ice Cream Bar,dessert 0.68
Curtis,Lunch,(11am-2:30pm),Graham Cracker Crumbs,30,1 tbsp,Velvet Ice Cream Bar,main-carb 0.61
Curtis,Lunch,(11am-2:30pm),Oreo Cookie Crumbs,70,2 tbsp,Velvet Ice Cream Bar,dessert 0.56
Curtis,Lunch,(11am-2:30pm),Hershey's Chocolate Syrup,0,2 floz,Velvet Ice Cream Bar,dessert 0.61
Curtis,Lunch,(11am-2:30pm),Caramel  Sauce,60,1 floz,Velvet Ice Cream Bar,topping 0.60
Curtis,Lunch,(11am-2:30pm),M&M's Pieces,150,1 oz,Velvet Ice Cream Bar,dessert 0.45
Curtis,Lunch,(11am-2:30pm),Sugar Waffle Cone,0,1 each,Velvet Ice Cream Bar,dessert 0.61
Curtis,Lunch,(11am-2:30pm),White Rice,120,0.5 cup,Rice Station,main-carb 0.60
Curtis,Lunch,(11am-2:30pm),Brown Rice,110,0.5 cup,Rice Station,side 0.69
Curtis,Lunch,(11am-2:30pm),Furikake Seasoning,10,1 tsp,Rice Station,other 0.44
Curtis,Lunch,(11am-2:30pm),Togarashi,25,1 tbsp,Rice Station,other 0.29
Curtis,Lunch,(11am-2:30pm),Tuxedo Sesame Seeds,0,1 tbsp,Rice Station,other 0.50
Curtis,Lunch,(11am-2:30pm),Nori Sheets,10,1 serving,Rice Station,other 0.35
Curtis,Lunch,(11am-2:30pm),Tamari Soy Sauce,10,1 tbsp,Rice Station,topping 0.46
Curtis,Lunch,(11am-2:30pm),Chili Oil,140,1 tbsp,Rice Station,topping 0.64
Curtis,Lunch,(11am-2:30pm),Rice Vinegar & Soy Sauce Oil,60,1 floz,Rice Station,main-carb 0.49
Curtis,Light lunch,(2:30pm-4pm),Sliced Turkey Breast,100,3 oz,Deli,main-protein 0.48
Curtis,Light lunch,(2:30pm-4pm),Cherrywood Ham,150,3 oz,Deli,main-protein 0.53
Curtis,Light lunch,(2:30pm-4pm),Pepperoni,25,3 pieces,Deli,other 0.57
Curtis,Light lunch,(2:30pm-4pm),Sliced Salami,130,3 slice,Deli,other 0.58
Curtis,Light lunch,(2:30pm-4pm),Cheddar Cheese,60,1 slice,Deli,topping 0.73
Curtis,Light lunch,(2:30pm-4pm),Sliced Swiss Cheese,60,1 serving,Deli,topping 0.67
Curtis,Light lunch,(2:30pm-4pm),Sliced Provolone Cheese,120,1 slice,Deli,topping 0.61
Curtis,Light lunch,(2:30pm-4pm),Sliced Pepperjack Cheese,100,1 slice,Deli,topping 0.71
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,Deli,produce 0.68
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,Deli,produce 0.68
Curtis,Light lunch,(2:30pm-4pm),Sliced Green Peppers,10,1 oz,Deli,produce 0.73
Curtis,Light lunch,(2:30pm-4pm),Sliced Tomatoes,10,2 slice,Deli,produce 0.74
Curtis,Light lunch,(2:30pm-4pm),Dill Pickle Spears,0,1 each,Deli,produce 0.62
Curtis,Light lunch,(2:30pm-4pm),Bread & Butter Pickles,140,2 oz,Deli,topping 0.67
Curtis,Light lunch,(2:30pm-4pm),Whole Wheat Bread,0,,Deli,main-carb 0.67
Curtis,Light lunch,(2:30pm-4pm),Sliced Tomatoes,10,2 slice,Deli,produce 0.74
Curtis,Light lunch,(2:30pm-4pm),White Bread,150,1 slice,Deli,main-carb 0.71
Curtis,Light lunch,(2:30pm-4pm),Whole Wheat Tortilla,290,1 each,Deli,main-carb 0.64
Curtis,Light lunch,(2:30pm-4pm),Garden Spinach Wrap,300,1 each,Deli,produce 0.45
Curtis,Light lunch,(2:30pm-4pm),Flour Tortilla,290,1 each,Deli,main-carb 0.69
Curtis,Light lunch,(2:30pm-4pm),Dijon Mustard,15,1 tbsp,Deli,topping 0.72
Curtis,Light lunch,(2:30pm-4pm),Mayonnaise,100,1 tbsp,Deli,topping 0.77
Curtis,Light lunch,(2:30pm-4pm),Pesto Aioli,170,1 floz,Deli,other 0.56
Curtis,Light lunch,(2:30pm-4pm),Chipotle Mayonnaise,190,1 floz,Deli,topping 0.66
Curtis,Light lunch,(2:30pm-4pm),Romaine Lettuce,15,1 cup,Produce Market,produce 0.67
Curtis,Light lunch,(2:30pm-4pm),Field Greens,15,2 oz,Produce Market,other 0.41
Curtis,Light lunch,(2:30pm-4pm),Sliced Bell Peppers,10,1 oz,Produce Market,produce 0.71
Curtis,Light lunch,(2:30pm-4pm),Sliced Red Onions,15,1 oz,Produce Market,produce 0.68
Curtis,Light lunch,(2:30pm-4pm),Grape Tomatoes,15,0.5 cup,Produce Market,produce 0.72
Curtis,Light lunch,(2:30pm-4pm),Shredded Carrots,15,0.25 cup,Produce Market,produce 0.71
Curtis,Light lunch,(2:30pm-4pm),Sliced Cucumber,10,0.5 cup,Produce Market,produce 0.68
Curtis,Light lunch,(2:30pm-4pm),Cottage Cheese,90,0.5 cup,Produce Market,topping 0.76
Curtis,Light lunch,(2:30pm-4pm),Nonfat Vanilla Greek Yogurt,180,1 cup,Produce Market,side 0.51
Curtis,Light lunch,(2:30pm-4pm),Nonfat Plain Greek Yogurt,100,0.75 cup,Produce Market,side 0.48
Curtis,Light lunch,(2:30pm-4pm),Hard-Boiled Eggs,60,1 egg,Produce Market,other 0.50
Curtis,Light lunch,(2:30pm-4pm),Roasted Tofu,170,4 oz,Produce Market,main-plant 0.69
Curtis,Light lunch,(2:30pm-4pm),Diced Grilled Chicken,120,3 oz,Produce Market,main-combo 0.64
Curtis,Light lunch,(2:30pm-4pm),Cauliflower Florets,30,0.5 cup,Produce Market,produce 0.68
Curtis,Light lunch,(2:30pm-4pm),Ranch Dressing,160,28 g,Produce Market,topping 0.74
Curtis,Light lunch,(2:30pm-4pm),Honey Mustard Dressing,140,2 floz,Produce Market,topping 0.71
Curtis,Light lunch,(2:30pm-4pm),Italian Vinaigrette,140,2 tbsp,Produce Market,topping 0.67
Curtis,Light lunch,(2:30pm-4pm),Orange Balsamic Vinaigrette,160,2 tbsp,Produce Market,topping 0.62
Curtis,Light lunch,(2:30pm-4pm),Pineapple Chunks,70,4 oz,Produce Market,produce 0.57
Curtis,Light lunch,(2:30pm-4pm),Cantaloupe,30,0.5 cup,Produce Market,produce 0.70
Curtis,Light lunch,(2:30pm-4pm),Red & Green Grapes,60,0.5 cup,Produce Market,produce 0.50
Curtis,Light lunch,(2:30pm-4pm),Toasted Pumpkin Seeds,0,2 tbsp,Produce Market,side 0.64
Curtis,Light lunch,(2:30pm-4pm),Cinnamon Brown Sugar Granola,360,0.5 cup,Produce Market,other 0.51
Curtis,Light lunch,(2:30pm-4pm),Creamy Tomato Basil Soup,160,6 floz,the soup fix,soup 0.81
Curtis,Light lunch,(2:30pm-4pm),Veggie Orzo Soup,70,6 floz,the soup fix,soup 0.71
Curtis,Light lunch,(2:30pm-4pm),Cheese Pizza,240,1 slice,Pizza,main-combo 0.67
Curtis,Light lunch,(2:30pm-4pm),Pepperoni Pizza,240,1 slice,Pizza,main-combo 0.63
Curtis,Dinner,(4:30pm-8pm),Baked Potato,190,1 each,allgood,side 0.77
Curtis,Dinner,(4:30pm-8pm),Baked Sweet Potato,150,1 each,allgood,side 0.69
Curtis,Dinner,(4:30pm-8pm),Three Bean Chili,100,6 floz,allgood,main-plant 0.55
Curtis,Dinner,(4:30pm-8pm),Ancho Beef Chili,260,8 floz,allgood,main-protein 0.55
Curtis,Dinner,(4:30pm-8pm),Roasted Green Beans,90,3 oz,allgood,side 0.74
Curtis,Dinner,(4:30pm-8pm),Grilled Seasoned Chicken Breast,250,1 each,Grill,main-protein 0.57
Curtis,Dinner,(4:30pm-8pm),Chicken Fajitas,540,2 each,Grill,main-combo 0.64
Curtis,Dinner,(4:30pm-8pm),Jerk Roasted Pork Loin,240,3 oz,Entree,main-protein 0.54
Curtis,Dinner,(4:30pm-8pm),Coconut Jasmine Rice with Black Beans,170,0.5 cup,Entree,main-carb 0.51
Curtis,Dinner,(4:30pm-8pm),Sauteed Kale,50,0.5 cup,Entree,side 0.60
Curtis,Dinner,(4:30pm-8pm),Steamed Yellow Squash,15,,Entree,side 0.63
Curtis,Dinner,(4:30pm-8pm),Sweet & Spicy Jackfruit,110,0.5 cup,rooted,other 0.58
Curtis,Dinner,(4:30pm-8pm),Cilantro Lime White Rice,120,0.5 cup,rooted,main-carb 0.55
Curtis,Dinner,(4:30pm-8pm),Shredded Iceberg Lettuce,0,0.5 cup,rooted,produce 0.63
Curtis,Dinner,(4:30pm-8pm),Guacamole,30,2 tbsp,rooted,topping 0.67
Curtis,Dinner,(4:30pm-8pm),Black Beans with Cumin,140,0.5 cup,rooted,side 0.68
Curtis,Dinner,(4:30pm-8pm),Salsa Roja,10,1 floz,rooted,topping 0.59
Curtis,Dinner,(4:30pm-8pm),Cheese Pizza,240,1 slice,Pizza,main-combo 0.67
Curtis,Dinner,(4:30pm-8pm),Pepperoni Pizza,240,1 slice,Pizza,main-combo 0.63
Curtis,Dinner,(4:30pm-8pm),"10"" Cauliflower Pizza Crust",510,1 crust,Pizza,other 0.49
Curtis,Dinner,(4:30pm-8pm),Ham & Feta Pizza,230,1 slice,Pizza,main-combo 0.67
Curtis,Dinner,(4:30pm-8pm),Sliced Turkey Breast,100,3 oz,Deli,main-protein 0.48
Curtis,Dinner,(4:30pm-8pm),Cherrywood Ham,150,3 oz,Deli,main-protein 0.53
Curtis,Dinner,(4:30pm-8pm),Sliced Salami,130,3 slice,Deli,other 0.58
Curtis,Dinner,(4:30pm-8pm),Pepperoni,0,1 serving,Deli,other 0.57
Curtis,Dinner,(4:30pm-8pm),Cheddar Cheese,60,1 slice,Deli,topping 0.73
Curtis,Dinner,(4:30pm-8pm),Sliced Provolone Cheese,120,1 slice,Deli,topping 0.61
Curtis,Dinner,(4:30pm-8pm),Sliced Pepperjack Cheese,100,1 slice,Deli,topping 0.71
Curtis,Dinner,(4:30pm-8pm),Sliced Swiss Cheese,60,1 serving,Deli,topping 0.67
Curtis,Dinner,(4:30pm-8pm),Leaf Lettuce,0,1 leaf,Deli,produce 0.66
Curtis,Dinner,(4:30pm-8pm),Sliced Tomatoes,10,2 slice,Deli,produce 0.74
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,10,0.5 oz,Deli,produce 0.68
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup,Deli,produce 0.68
Curtis,Dinner,(4:30pm-8pm),Sliced Bell Peppers,10,1 oz,Deli,produce 0.71
Curtis,Dinner,(4:30pm-8pm),Baby Spinach,15,1 cup,Deli,produce 0.55
Curtis,Dinner,(4:30pm-8pm),Bread & Butter Pickles,140,2 oz,Deli,topping 0.67
Curtis,Dinner,(4:30pm-8pm),Kosher Pickle Spears,5,3 each,Deli,topping 0.54
Curtis,Dinner,(4:30pm-8pm),Chipotle Mayonnaise,190,1 floz,Deli,topping 0.66
Curtis,Dinner,(4:30pm-8pm),Pesto Aioli,170,1 floz,Deli,other 0.56
Curtis,Dinner,(4:30pm-8pm),Dijon Mustard,15,1 tbsp,Deli,topping 0.72
Curtis,Dinner,(4:30pm-8pm),Mayonnaise,100,1 tbsp,Deli,topping 0.77
Curtis,Dinner,(4:30pm-8pm),White Bread,150,1 slice,Deli,main-carb 0.71
Curtis,Dinner,(4:30pm-8pm),Whole Wheat Bread,0,,Deli,main-carb 0.67
Curtis,Dinner,(4:30pm-8pm),Flour Tortilla,290,1 each,Deli,main-carb 0.69
Curtis,Dinner,(4:30pm-8pm),Spinach Wrap,340,1 each,Deli,produce 0.52
Curtis,Dinner,(4:30pm-8pm),Wheat Wrap,290,1 each,Deli,main-carb 0.60
Curtis,Dinner,(4:30pm-8pm),Udi's Soft White Sandwich Bread,150,1 slice,Deli,main-carb 0.56
Curtis,Dinner,(4:30pm-8pm),Udi's GF Multigrain Bread,140,1 slice,Deli,main-carb 0.55
Curtis,Dinner,(4:30pm-8pm),Split Pea Soup,140,6 floz,the soup fix,soup 0.75
Curtis,Dinner,(4:30pm-8pm),Beef & Rice Soup,70,6 floz,the soup fix,soup 0.75
Curtis,Dinner,(4:30pm-8pm),Brown Sugar,60,1 tbsp,the soup fix,other 0.59
Curtis,Dinner,(4:30pm-8pm),Golden Raisins,130,0.25 cup,the soup fix,other 0.56
Curtis,Dinner,(4:30pm-8pm),Dried Cranberries,70,2 tbsp,the soup fix,other 0.54
Curtis,Dinner,(4:30pm-8pm),Goldfish (R) Crackers,0,15 pieces,the soup fix,main-protein 0.48
Curtis,Dinner,(4:30pm-8pm),Housemade Seasoned Croutons,150,1 oz,the soup fix,topping 0.38
Curtis,Dinner,(4:30pm-8pm),Field Greens,15,2 oz,Produce Market,other 0.41
Curtis,Dinner,(4:30pm-8pm),Grape Tomatoes,15,0.5 cup,Produce Market,produce 0.72
Curtis,Dinner,(4:30pm-8pm),Shredded Carrots,15,0.25 cup,Produce Market,produce 0.71
Curtis,Dinner,(4:30pm-8pm),Sliced Red Onions,15,1 oz,Produce Market,produce 0.68
Curtis,Dinner,(4:30pm-8pm),Sliced Cucumber,10,0.5 cup,Produce Market,produce 0.68
Curtis,Dinner,(4:30pm-8pm),Sliced Bell Peppers,10,1 oz,Produce Market,produce 0.71
Curtis,Dinner,(4:30pm-8pm),Shredded Cheddar Cheese,120,0.25 cup,Produce Market,topping 0.69
Curtis,Dinner,(4:30pm-8pm),Diced Grilled Chicken,120,3 oz,Produce Market,main-combo 0.64
Curtis,Dinner,(4:30pm-8pm),Hard-Boiled Eggs,60,1 egg,Produce Market,other 0.50
Curtis,Dinner,(4:30pm-8pm),Ranch Dressing,160,28 g,Produce Market,topping 0.74
Curtis,Dinner,(4:30pm-8pm),Orange Balsamic Vinaigrette,160,2 tbsp,Produce Market,topping 0.62
Curtis,Dinner,(4:30pm-8pm),Italian Vinaigrette,140,2 tbsp,Produce Market,topping 0.67
Curtis,Dinner,(4:30pm-8pm),Honey Mustard Dressing,140,2 floz,Produce Market,topping 0.71
Curtis,Dinner,(4:30pm-8pm),Cantaloupe,30,0.5 cup,Produce Market,produce 0.70
Curtis,Dinner,(4:30pm-8pm),Nonfat Vanilla Greek Yogurt,180,1 cup,Produce Market,side 0.51
Curtis,Dinner,(4:30pm-8pm),Cottage Cheese,90,0.5 cup,Produce Market,topping 0.76
Curtis,Dinner,(4:30pm-8pm),Cantaloupe,30,0.5 cup,Produce Market,produce 0.70
Curtis,Dinner,(4:30pm-8pm),Cinnamon Brown Sugar Granola,360,0.5 cup,Produce Market,other 0.51
Curtis,Dinner,(4:30pm-8pm),Pumpkin Seeds,0,2 tbsp,Produce Market,produce 0.60
Curtis,Dinner,(4:30pm-8pm),Chia Seeds,70,1.5 tbsp,Produce Market,produce 0.61
Curtis,Dinner,(4:30pm-8pm),Baby Spinach,15,1 cup,Produce Market,produce 0.55
Curtis,Dinner,(4:30pm-8pm),Olive Greek Mix (AP),140,2 oz,Produce Market,other 0.45
Curtis,Dinner,(4:30pm-8pm),Chickpeas,20,1 oz,Produce Market,produce 0.63
Curtis,Dinner,(4:30pm-8pm),Plain Bagel,0,,toasted,main-carb 0.76
Curtis,Dinner,(4:30pm-8pm),Everything Bagel,310,1 each,toasted,main-carb 0.65
Curtis,Dinner,(4:30pm-8pm),Blueberry Bagel,320,,toasted,main-carb 0.68
Curtis,Dinner,(4:30pm-8pm),Cinnamon Raisin Bagel,0,,toasted,main-carb 0.71
Curtis,Dinner,(4:30pm-8pm),Whole Wheat Bread,0,,toasted,main-carb 0.67
Curtis,Dinner,(4:30pm-8pm),White Bread,150,1 slice,toasted,main-carb 0.71
Curtis,Dinner,(4:30pm-8pm),English Muffin,110,,toasted,main-carb 0.61
Curtis,Dinner,(4:30pm-8pm),Made Without Gluten Bread,150,,toasted,main-carb 0.52
Curtis,Dinner,(4:30pm-8pm),Made without Gluten Bagel,260,,toasted,other 0.59
Curtis,Dinner,(4:30pm-8pm),Cream Cheese,100,1 oz,toasted,topping 0.79
Curtis,Dinner,(4:30pm-8pm),Sun Butter,100,1 tbsp,toasted,topping 0.62
Curtis,Dinner,(4:30pm-8pm),Peanut Butter,0,1 each,toasted,topping 0.70
Curtis,Dinner,(4:30pm-8pm),Grape Jelly,50,1 tbsp,toasted,topping 0.68
Curtis,Dinner,(4:30pm-8pm),Strawberry Jelly,50,1 tbsp,toasted,dessert 0.67
Curtis,Dinner,(4:30pm-8pm),Butter,100,1 tbsp,toasted,topping 0.67
Curtis,Dinner,(4:30pm-8pm),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Curtis,Dinner,(4:30pm-8pm),2% Milk,130,8 floz,Milks & Cereals,beverage 0.70
Curtis,Dinner,(4:30pm-8pm),Chocolate Milk,0,8 floz,Milks & Cereals,beverage 0.83
Curtis,Dinner,(4:30pm-8pm),Chocolate Peamilk,140,1 cup,Milks & Cereals,beverage 0.84
Curtis,Dinner,(4:30pm-8pm),Oatmilk,130,1 cup,Milks & Cereals,beverage 0.80
Curtis,Dinner,(4:30pm-8pm),Soymilk,100,1 cup,Milks & Cereals,beverage 0.80
Curtis,Dinner,(4:30pm-8pm),Rice Chex Cereal,120,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Dinner,(4:30pm-8pm),Fruit Loops Cereal,120,,Milks & Cereals,other 0.58
Curtis,Dinner,(4:30pm-8pm),Apple Jacks Cereal,170,1 cup,Milks & Cereals,dessert 0.60
Curtis,Dinner,(4:30pm-8pm),Cocoa Puffs,140,1 cup,Milks & Cereals,dessert 0.60
Curtis,Dinner,(4:30pm-8pm),Cinnamon Toast Crunch Cereal,170,1 cup,Milks & Cereals,main-carb 0.60
Curtis,Dinner,(4:30pm-8pm),Frosted Flakes,150,,Milks & Cereals,dessert 0.68
Curtis,Dinner,(4:30pm-8pm),Chocolate Chip Cookies,180,1 each,bakery,dessert 0.71
Curtis,Dinner,(4:30pm-8pm),Carnival Cookie,130,1 each,bakery,dessert 0.60
Curtis,Dinner,(4:30pm-8pm),Peanut Butter Brownie Blondie,300,1 each,bakery,dessert 0.64
Curtis,Dinner,(4:30pm-8pm),Vanilla Ice Cream,260,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.86
Curtis,Dinner,(4:30pm-8pm),Chocolate Ice Cream,220,0.66 cup,Velvet Icecream Bar Toppings,dessert 0.88
Curtis,Dinner,(4:30pm-8pm),Cookies & Cream Ice Cream,260,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.82
Curtis,Dinner,(4:30pm-8pm),Rainbow Sherbet,170,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.60
Curtis,Dinner,(4:30pm-8pm),Mint Chocolate Chip Ice Cream,260,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.86
Curtis,Dinner,(4:30pm-8pm),Orange Pineapple Ice Cream,240,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.80
Curtis,Dinner,(4:30pm-8pm),Birthday Cake Ice Cream,280,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.81
Curtis,Dinner,(4:30pm-8pm),Strawberry Ice Cream,230,1 serving,Velvet Icecream Bar Toppings,dessert 0.88
Curtis,Dinner,(4:30pm-8pm),Strawberry Cheesecake Ice Cream,260,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.87
Curtis,Dinner,(4:30pm-8pm),Summertime Peach Ice Cream,240,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.74
Curtis,Dinner,(4:30pm-8pm),Triple Chocolate Chunk Ice Cream,320,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.82
Curtis,Dinner,(4:30pm-8pm),Banana Cream Pie Ice Cream,270,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.82
Curtis,Dinner,(4:30pm-8pm),Coffee Ice Cream,240,1 serving,Velvet Icecream Bar Toppings,dessert 0.78
Curtis,Dinner,(4:30pm-8pm),Pumpkin Pie Ice Cream,260,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.83
Curtis,Dinner,(4:30pm-8pm),Campfire S'mores Ice Cream,340,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.67
Curtis,Dinner,(4:30pm-8pm),Raspberry Fudge Cordial Ice Cream,290,0.5 cup,Velvet Icecream Bar Toppings,dessert 0.73
